fund_id,fonds,jaar,veld,database,verslag,actie,pagina,vindplaats
209,Kring DC (Centraal Beheer),2025,deelnemers_totaal,,46969,gevuld,84,Deelnemers 46.969 44.239
209,Kring DC (Centraal Beheer),2024,beleggingsrendement_pct,,17.03,gevuld,84,"Beleggingsrendement 8,98% 17,03% (kop 2025 2024)"
209,Kring DC (Centraal Beheer),2024,beleidsdekkingsgraad_pct,,101.8,gevuld,85,"Beleidsdekkingsgraad (december) 101,9% 101,8%"
209,Kring DC (Centraal Beheer),2024,nominale_dekkingsgraad_pct,,101.8,gevuld,85,"Actuele dekkingsgraad ultimo 101,9% 101,8%"
209,Kring DC (Centraal Beheer),2024,aum_euro_bn,,1.036244,gevuld,85,Totaal belegd vermogen (x € 1.000) 1.314.588 1.036.244
209,Kring DC (Centraal Beheer),2024,deelnemers_actief,,26071,gevuld,84,Actieven en arbeidsongeschikten 24.743 26.071
209,Kring DC (Centraal Beheer),2024,deelnemers_slapers,,17222,gevuld,84,Gewezen deelnemers 20.876 17.222
209,Kring DC (Centraal Beheer),2024,deelnemers_pensioengerechtigd,,946,gevuld,84,Pensioengerechtigden 1.350 946
209,Kring DC (Centraal Beheer),2024,deelnemers_totaal,,44239,gevuld,84,Deelnemers 46.969 44.239
210,Kring DB Evenwicht (Centraal Beheer),2025,beleggingsrendement_pct,,2.79,gevuld,163,"Beleggingsrendement 2,79% 7,76% 7,76% (kop 2025 2024 ...)"
210,Kring DB Evenwicht (Centraal Beheer),2025,beleidsdekkingsgraad_pct,,132.8,gevuld,168,"Beleidsdekkingsgraad 132,8% 125,6% (kop 31-12-2025 31-12-2024 ...)"
210,Kring DB Evenwicht (Centraal Beheer),2025,nominale_dekkingsgraad_pct,,138.4,gevuld,168,"Actuele dekkingsgraad 138,4% 124,3%"
210,Kring DB Evenwicht (Centraal Beheer),2025,reele_dekkingsgraad_pct,,101.1,gevuld,168,"Reële dekkingsgraad 101,1% 96,1%"
210,Kring DB Evenwicht (Centraal Beheer),2025,vereiste_dekkingsgraad_pct,,114.3,gevuld,168,"Vereiste dekkingsgraad 114,3% 113,8%"
210,Kring DB Evenwicht (Centraal Beheer),2025,aum_euro_bn,,0.423742,gevuld,164,Totaal belegd vermogen (Bedragen in € 1.000) 423.742 431.006
210,Kring DB Evenwicht (Centraal Beheer),2025,deelnemers_actief,,15,gevuld,162,Actieven en arbeidsongeschikten 15 18
210,Kring DB Evenwicht (Centraal Beheer),2025,deelnemers_slapers,,1182,gevuld,162,Gewezen deelnemers 1.182 1.241
210,Kring DB Evenwicht (Centraal Beheer),2025,deelnemers_pensioengerechtigd,,1456,gevuld,162,Pensioengerechtigden 1.456 1.478
210,Kring DB Evenwicht (Centraal Beheer),2025,deelnemers_totaal,,2653,gevuld,162,Deelnemers 2.653 2.737
210,Kring DB Evenwicht (Centraal Beheer),2024,beleggingsrendement_pct,,7.76,gevuld,163,"Beleggingsrendement 2,79% 7,76% 7,76% (kop 2025 2024 ...)"
210,Kring DB Evenwicht (Centraal Beheer),2024,beleidsdekkingsgraad_pct,,125.6,gevuld,168,"Beleidsdekkingsgraad 132,8% 125,6% (kop 31-12-2025 31-12-2024 ...)"
210,Kring DB Evenwicht (Centraal Beheer),2024,nominale_dekkingsgraad_pct,,124.3,gevuld,168,"Actuele dekkingsgraad 138,4% 124,3%"
210,Kring DB Evenwicht (Centraal Beheer),2024,reele_dekkingsgraad_pct,,96.1,gevuld,168,"Reële dekkingsgraad 101,1% 96,1%"
210,Kring DB Evenwicht (Centraal Beheer),2024,vereiste_dekkingsgraad_pct,,113.8,gevuld,168,"Vereiste dekkingsgraad 114,3% 113,8%"
210,Kring DB Evenwicht (Centraal Beheer),2024,aum_euro_bn,,0.431006,gevuld,164,Totaal belegd vermogen (Bedragen in € 1.000) 423.742 431.006
210,Kring DB Evenwicht (Centraal Beheer),2024,deelnemers_actief,,18,gevuld,162,Actieven en arbeidsongeschikten 15 18
210,Kring DB Evenwicht (Centraal Beheer),2024,deelnemers_slapers,,1241,gevuld,162,Gewezen deelnemers 1.182 1.241
210,Kring DB Evenwicht (Centraal Beheer),2024,deelnemers_pensioengerechtigd,,1478,gevuld,162,Pensioengerechtigden 1.456 1.478
210,Kring DB Evenwicht (Centraal Beheer),2024,deelnemers_totaal,,2737,gevuld,162,Deelnemers 2.653 2.737
211,Kring DB Koopkracht (Centraal Beheer),2025,beleggingsrendement_pct,,0.45,gevuld,145,"Beleggingsrendement 0,45% 10,58% 8,22% (kop 2025 2024 ...)"
211,Kring DB Koopkracht (Centraal Beheer),2025,beleidsdekkingsgraad_pct,,149.5,gevuld,150,"Beleidsdekkingsgraad 149,5% 135,4% (kop 31-12-2025 31-12-2024 ...)"
211,Kring DB Koopkracht (Centraal Beheer),2025,nominale_dekkingsgraad_pct,,162.5,gevuld,150,"Actuele dekkingsgraad 162,5% 132,5%"
211,Kring DB Koopkracht (Centraal Beheer),2025,reele_dekkingsgraad_pct,,104.4,gevuld,150,"Reële dekkingsgraad 104,4% 98,3%"
211,Kring DB Koopkracht (Centraal Beheer),2025,vereiste_dekkingsgraad_pct,,119.9,gevuld,150,"Vereiste dekkingsgraad 119,9% 118,7%"
211,Kring DB Koopkracht (Centraal Beheer),2025,aum_euro_bn,,0.132253,gevuld,146,Totaal belegd vermogen (Bedragen in € 1.000) 132.253 133.431
211,Kring DB Koopkracht (Centraal Beheer),2025,deelnemers_actief,,157,gevuld,144,Actieven en arbeidsongeschikten 157 167
211,Kring DB Koopkracht (Centraal Beheer),2025,deelnemers_slapers,,1160,gevuld,144,Gewezen deelnemers 1.160 1.164
211,Kring DB Koopkracht (Centraal Beheer),2025,deelnemers_pensioengerechtigd,,96,gevuld,144,Pensioengerechtigden 96 82
211,Kring DB Koopkracht (Centraal Beheer),2025,deelnemers_totaal,,1413,gevuld,144,Deelnemers 1.413 1.413
211,Kring DB Koopkracht (Centraal Beheer),2024,beleggingsrendement_pct,,10.58,gevuld,145,"Beleggingsrendement 0,45% 10,58% 8,22% (kop 2025 2024 ...)"
211,Kring DB Koopkracht (Centraal Beheer),2024,beleidsdekkingsgraad_pct,,135.4,gevuld,150,"Beleidsdekkingsgraad 149,5% 135,4% (kop 31-12-2025 31-12-2024 ...)"
211,Kring DB Koopkracht (Centraal Beheer),2024,nominale_dekkingsgraad_pct,,132.5,gevuld,150,"Actuele dekkingsgraad 162,5% 132,5%"
211,Kring DB Koopkracht (Centraal Beheer),2024,reele_dekkingsgraad_pct,,98.3,gevuld,150,"Reële dekkingsgraad 104,4% 98,3%"
211,Kring DB Koopkracht (Centraal Beheer),2024,vereiste_dekkingsgraad_pct,,118.7,gevuld,150,"Vereiste dekkingsgraad 119,9% 118,7%"
211,Kring DB Koopkracht (Centraal Beheer),2024,aum_euro_bn,,0.133431,gevuld,146,Totaal belegd vermogen (Bedragen in € 1.000) 132.253 133.431
211,Kring DB Koopkracht (Centraal Beheer),2024,deelnemers_actief,,167,gevuld,144,Actieven en arbeidsongeschikten 157 167
211,Kring DB Koopkracht (Centraal Beheer),2024,deelnemers_slapers,,1164,gevuld,144,Gewezen deelnemers 1.160 1.164
211,Kring DB Koopkracht (Centraal Beheer),2024,deelnemers_pensioengerechtigd,,82,gevuld,144,Pensioengerechtigden 96 82
211,Kring DB Koopkracht (Centraal Beheer),2024,deelnemers_totaal,,1413,gevuld,144,Deelnemers 1.413 1.413
212,Kring DB Premie (Centraal Beheer),2025,beleggingsrendement_pct,,-1.54,gevuld,108,"Beleggingsrendement -1,54% 11,01% 8,20% (kop 2025 2024 ...)"
212,Kring DB Premie (Centraal Beheer),2025,beleidsdekkingsgraad_pct,,143.7,gevuld,113,"Beleidsdekkingsgraad 143,7% 126,4% (kop 31-12-2025 31-12-2024 ...)"
212,Kring DB Premie (Centraal Beheer),2025,nominale_dekkingsgraad_pct,,159.0,gevuld,113,"Actuele dekkingsgraad 159,0% 125,9%"
212,Kring DB Premie (Centraal Beheer),2025,reele_dekkingsgraad_pct,,98.0,gevuld,113,"Reële dekkingsgraad 98,0% 90,8%"
212,Kring DB Premie (Centraal Beheer),2025,vereiste_dekkingsgraad_pct,,120.6,gevuld,113,"Vereiste dekkingsgraad 120,6% 119,1%"
212,Kring DB Premie (Centraal Beheer),2025,aum_euro_bn,,0.130228,gevuld,109,Totaal belegd vermogen (Bedragen in € 1.000) 130.228 127.174
212,Kring DB Premie (Centraal Beheer),2025,deelnemers_actief,,842,gevuld,107,Actieven en arbeidsongeschikten 842 836
212,Kring DB Premie (Centraal Beheer),2025,deelnemers_slapers,,4241,gevuld,107,Gewezen deelnemers 4.241 4.217
212,Kring DB Premie (Centraal Beheer),2025,deelnemers_pensioengerechtigd,,289,gevuld,107,Pensioengerechtigden 289 210
212,Kring DB Premie (Centraal Beheer),2025,deelnemers_totaal,,5372,gevuld,107,Deelnemers 5.372 5.263
212,Kring DB Premie (Centraal Beheer),2024,beleggingsrendement_pct,,11.01,gevuld,108,"Beleggingsrendement -1,54% 11,01% 8,20% (kop 2025 2024 ...)"
212,Kring DB Premie (Centraal Beheer),2024,beleidsdekkingsgraad_pct,,126.4,gevuld,113,"Beleidsdekkingsgraad 143,7% 126,4% (kop 31-12-2025 31-12-2024 ...)"
212,Kring DB Premie (Centraal Beheer),2024,nominale_dekkingsgraad_pct,,125.9,gevuld,113,"Actuele dekkingsgraad 159,0% 125,9%"
212,Kring DB Premie (Centraal Beheer),2024,reele_dekkingsgraad_pct,,90.8,gevuld,113,"Reële dekkingsgraad 98,0% 90,8%"
212,Kring DB Premie (Centraal Beheer),2024,vereiste_dekkingsgraad_pct,,119.1,gevuld,113,"Vereiste dekkingsgraad 120,6% 119,1%"
212,Kring DB Premie (Centraal Beheer),2024,aum_euro_bn,,0.127174,gevuld,109,Totaal belegd vermogen (Bedragen in € 1.000) 130.228 127.174
212,Kring DB Premie (Centraal Beheer),2024,deelnemers_actief,,836,gevuld,107,Actieven en arbeidsongeschikten 842 836
212,Kring DB Premie (Centraal Beheer),2024,deelnemers_slapers,,4217,gevuld,107,Gewezen deelnemers 4.241 4.217
212,Kring DB Premie (Centraal Beheer),2024,deelnemers_pensioengerechtigd,,210,gevuld,107,Pensioengerechtigden 289 210
212,Kring DB Premie (Centraal Beheer),2024,deelnemers_totaal,,5263,gevuld,107,Deelnemers 5.372 5.263
213,Kring DB Stabiliteit (Centraal Beheer),2025,beleggingsrendement_pct,,-12.56,gevuld,126,"Beleggingsrendement -12,56% 10,73% (kop 2025 2024)"
213,Kring DB Stabiliteit (Centraal Beheer),2025,beleidsdekkingsgraad_pct,,112.3,gevuld,132,"Beleidsdekkingsgraad 112,3% 99,0% (31-12-2025, 31-12-2024)"
213,Kring DB Stabiliteit (Centraal Beheer),2025,nominale_dekkingsgraad_pct,,119.3,gevuld,132,"Actuele dekkingsgraad 119,3% 104,5%"
213,Kring DB Stabiliteit (Centraal Beheer),2025,reele_dekkingsgraad_pct,,77.0,gevuld,132,"Reële dekkingsgraad 77,0% 71,2%"
213,Kring DB Stabiliteit (Centraal Beheer),2025,vereiste_dekkingsgraad_pct,,111.1,gevuld,132,"Vereiste dekkingsgraad 111,1% 111,1%"
213,Kring DB Stabiliteit (Centraal Beheer),2025,aum_euro_bn,,0.029244,gevuld,127,Totaal belegd vermogen (x € 1.000) 29.244 32.308
213,Kring DB Stabiliteit (Centraal Beheer),2025,deelnemers_actief,,310,gevuld,125,Actieven en arbeidsongeschikten 310 286
213,Kring DB Stabiliteit (Centraal Beheer),2025,deelnemers_slapers,,1367,gevuld,125,Gewezen deelnemers 1.367 1.369
213,Kring DB Stabiliteit (Centraal Beheer),2025,deelnemers_pensioengerechtigd,,98,gevuld,125,Pensioengerechtigden 98 76
213,Kring DB Stabiliteit (Centraal Beheer),2025,deelnemers_totaal,,1775,gevuld,125,Deelnemers 1.775 1.731
213,Kring DB Stabiliteit (Centraal Beheer),2024,beleggingsrendement_pct,,10.73,gevuld,126,"Beleggingsrendement -12,56% 10,73% (kop 2025 2024)"
213,Kring DB Stabiliteit (Centraal Beheer),2024,beleidsdekkingsgraad_pct,,99.0,gevuld,132,"Beleidsdekkingsgraad 112,3% 99,0% (31-12-2025, 31-12-2024)"
213,Kring DB Stabiliteit (Centraal Beheer),2024,nominale_dekkingsgraad_pct,,104.5,gevuld,132,"Actuele dekkingsgraad 119,3% 104,5%"
213,Kring DB Stabiliteit (Centraal Beheer),2024,reele_dekkingsgraad_pct,,71.2,gevuld,132,"Reële dekkingsgraad 77,0% 71,2%"
213,Kring DB Stabiliteit (Centraal Beheer),2024,vereiste_dekkingsgraad_pct,,111.1,gevuld,132,"Vereiste dekkingsgraad 111,1% 111,1%"
213,Kring DB Stabiliteit (Centraal Beheer),2024,aum_euro_bn,,0.032308,gevuld,127,Totaal belegd vermogen (x € 1.000) 29.244 32.308
213,Kring DB Stabiliteit (Centraal Beheer),2024,deelnemers_actief,,286,gevuld,125,Actieven en arbeidsongeschikten 310 286
213,Kring DB Stabiliteit (Centraal Beheer),2024,deelnemers_slapers,,1369,gevuld,125,Gewezen deelnemers 1.367 1.369
213,Kring DB Stabiliteit (Centraal Beheer),2024,deelnemers_pensioengerechtigd,,76,gevuld,125,Pensioengerechtigden 98 76
213,Kring DB Stabiliteit (Centraal Beheer),2024,deelnemers_totaal,,1731,gevuld,125,Deelnemers 1.775 1.731
214,Kring HPE (Centraal Beheer),2025,beleggingsrendement_pct,,1.77,gevuld,293,"Beleggingsrendement 1,77% 8,03% (kop 2025 2024)"
214,Kring HPE (Centraal Beheer),2025,beleidsdekkingsgraad_pct,,132.0,gevuld,300,"Beleidsdekkingsgraad 132,0% 127,4%"
214,Kring HPE (Centraal Beheer),2025,nominale_dekkingsgraad_pct,,137.9,gevuld,300,"Actuele dekkingsgraad 137,9% 125,0%"
214,Kring HPE (Centraal Beheer),2025,reele_dekkingsgraad_pct,,101.0,gevuld,300,"Reële dekkingsgraad 101,0% 97,6%"
214,Kring HPE (Centraal Beheer),2025,vereiste_dekkingsgraad_pct,,118.8,gevuld,300,"Vereiste dekkingsgraad 118,8% 117,7%"
214,Kring HPE (Centraal Beheer),2025,aum_euro_bn,,1.671292,gevuld,294,Totaal belegd vermogen (x € 1.000) 1.671.292 1.664.469
214,Kring HPE (Centraal Beheer),2025,deelnemers_actief,,205,gevuld,292,Actieven en arbeidsongeschikten 205 201
214,Kring HPE (Centraal Beheer),2025,deelnemers_slapers,,3633,gevuld,292,Gewezen deelnemers 3.633 3.911
214,Kring HPE (Centraal Beheer),2025,deelnemers_pensioengerechtigd,,3332,gevuld,292,Pensioengerechtigden 3.332 3.176
214,Kring HPE (Centraal Beheer),2025,deelnemers_totaal,,7170,gevuld,292,Deelnemers 7.170 7.288
214,Kring HPE (Centraal Beheer),2024,beleggingsrendement_pct,,8.03,gevuld,293,"Beleggingsrendement 1,77% 8,03% (kop 2025 2024)"
214,Kring HPE (Centraal Beheer),2024,beleidsdekkingsgraad_pct,,127.4,gevuld,300,"Beleidsdekkingsgraad 132,0% 127,4%"
214,Kring HPE (Centraal Beheer),2024,nominale_dekkingsgraad_pct,,125.0,gevuld,300,"Actuele dekkingsgraad 137,9% 125,0%"
214,Kring HPE (Centraal Beheer),2024,reele_dekkingsgraad_pct,,97.6,gevuld,300,"Reële dekkingsgraad 101,0% 97,6%"
214,Kring HPE (Centraal Beheer),2024,vereiste_dekkingsgraad_pct,,117.7,gevuld,300,"Vereiste dekkingsgraad 118,8% 117,7%"
214,Kring HPE (Centraal Beheer),2024,aum_euro_bn,,1.664469,gevuld,294,Totaal belegd vermogen (x € 1.000) 1.671.292 1.664.469
214,Kring HPE (Centraal Beheer),2024,deelnemers_actief,,201,gevuld,292,Actieven en arbeidsongeschikten 205 201
214,Kring HPE (Centraal Beheer),2024,deelnemers_slapers,,3911,gevuld,292,Gewezen deelnemers 3.633 3.911
214,Kring HPE (Centraal Beheer),2024,deelnemers_pensioengerechtigd,,3176,gevuld,292,Pensioengerechtigden 3.332 3.176
214,Kring HPE (Centraal Beheer),2024,deelnemers_totaal,,7288,gevuld,292,Deelnemers 7.170 7.288
215,Kring RBS / NatWest (Centraal Beheer),2025,beleggingsrendement_pct,,-3.64,gevuld,183,"Beleggingsrendement -3,64% 7,47% 7,86% (kop 2025 2024 ...)"
215,Kring RBS / NatWest (Centraal Beheer),2025,beleidsdekkingsgraad_pct,,155.9,gevuld,188,"Beleidsdekkingsgraad 155,9% 153,4% (kop 31-12-2025 31-12-2024 ...)"
215,Kring RBS / NatWest (Centraal Beheer),2025,nominale_dekkingsgraad_pct,,161.5,gevuld,188,"Actuele dekkingsgraad 161,5% 147,1%"
215,Kring RBS / NatWest (Centraal Beheer),2025,reele_dekkingsgraad_pct,,112.6,gevuld,188,"Reële dekkingsgraad 112,6% 113,0%"
215,Kring RBS / NatWest (Centraal Beheer),2025,vereiste_dekkingsgraad_pct,,110.9,gevuld,188,"Vereiste dekkingsgraad 110,9% 113,2%"
215,Kring RBS / NatWest (Centraal Beheer),2025,rente_afdekking_pct,,55.0,gevuld,195,De rentegevoeligheid van de Technische Voorziening wordt afgedekt. In 2025 werd 55% van de rentegevoeligheid van de pensioenverplichtingen afgedekt.
215,Kring RBS / NatWest (Centraal Beheer),2025,aum_euro_bn,,0.844762,gevuld,184,Totaal belegd vermogen (Bedragen in € 1.000) 844.762 890.945
215,Kring RBS / NatWest (Centraal Beheer),2025,deelnemers_actief,,12,gevuld,182,Actieven en arbeidsongeschikten 12 15
215,Kring RBS / NatWest (Centraal Beheer),2025,deelnemers_slapers,,1454,gevuld,182,Gewezen deelnemers 1.454 1.483
215,Kring RBS / NatWest (Centraal Beheer),2025,deelnemers_pensioengerechtigd,,347,gevuld,182,Pensioengerechtigden 347 317
215,Kring RBS / NatWest (Centraal Beheer),2025,deelnemers_totaal,,1813,gevuld,182,Deelnemers 1.813 1.815
215,Kring RBS / NatWest (Centraal Beheer),2024,beleggingsrendement_pct,,7.47,gevuld,183,"Beleggingsrendement -3,64% 7,47% 7,86% (kop 2025 2024 ...)"
215,Kring RBS / NatWest (Centraal Beheer),2024,beleidsdekkingsgraad_pct,,153.4,gevuld,188,"Beleidsdekkingsgraad 155,9% 153,4% (kop 31-12-2025 31-12-2024 ...)"
215,Kring RBS / NatWest (Centraal Beheer),2024,nominale_dekkingsgraad_pct,,147.1,gevuld,188,"Actuele dekkingsgraad 161,5% 147,1%"
215,Kring RBS / NatWest (Centraal Beheer),2024,reele_dekkingsgraad_pct,,113.0,gevuld,188,"Reële dekkingsgraad 112,6% 113,0%"
215,Kring RBS / NatWest (Centraal Beheer),2024,vereiste_dekkingsgraad_pct,,113.2,gevuld,188,"Vereiste dekkingsgraad 110,9% 113,2%"
215,Kring RBS / NatWest (Centraal Beheer),2024,aum_euro_bn,,0.890945,gevuld,184,Totaal belegd vermogen (Bedragen in € 1.000) 844.762 890.945
215,Kring RBS / NatWest (Centraal Beheer),2024,deelnemers_actief,,15,gevuld,182,Actieven en arbeidsongeschikten 12 15
215,Kring RBS / NatWest (Centraal Beheer),2024,deelnemers_slapers,,1483,gevuld,182,Gewezen deelnemers 1.454 1.483
215,Kring RBS / NatWest (Centraal Beheer),2024,deelnemers_pensioengerechtigd,,317,gevuld,182,Pensioengerechtigden 347 317
215,Kring RBS / NatWest (Centraal Beheer),2024,deelnemers_totaal,,1815,gevuld,182,Deelnemers 1.813 1.815
216,Kring equensWorldline (Centraal Beheer),2025,beleggingsrendement_pct,,-2.09,gevuld,271,"Beleggingsrendement -2,09% 6,90% (kop 2025 2024)"
216,Kring equensWorldline (Centraal Beheer),2025,beleidsdekkingsgraad_pct,,121.6,gevuld,277,"Beleidsdekkingsgraad 121,6% 115,5%"
216,Kring equensWorldline (Centraal Beheer),2025,nominale_dekkingsgraad_pct,,124.8,gevuld,277,"Actuele dekkingsgraad 124,8% 114,9%"
216,Kring equensWorldline (Centraal Beheer),2025,reele_dekkingsgraad_pct,,90.1,gevuld,277,"Reële dekkingsgraad 90,1% 86,6%"
216,Kring equensWorldline (Centraal Beheer),2025,vereiste_dekkingsgraad_pct,,110.3,gevuld,277,"Vereiste dekkingsgraad 110,3% 110,9%"
216,Kring equensWorldline (Centraal Beheer),2025,rente_afdekking_pct,,84,gevuld,286,strategie waarbĳ 84% van de rentegevoeligheid ... ; renteafdekkingspercentage aangepast van 75% naar 84% (p288)
216,Kring equensWorldline (Centraal Beheer),2025,aum_euro_bn,,0.671814,gevuld,272,Totaal belegd vermogen (x € 1.000) 671.814 698.625
216,Kring equensWorldline (Centraal Beheer),2025,deelnemers_actief,,468,gevuld,270,Actieven en arbeidsongeschikten 468 520
216,Kring equensWorldline (Centraal Beheer),2025,deelnemers_slapers,,1480,gevuld,270,Gewezen deelnemers 1.480 1.464
216,Kring equensWorldline (Centraal Beheer),2025,deelnemers_pensioengerechtigd,,937,gevuld,270,Pensioengerechtigden 937 911
216,Kring equensWorldline (Centraal Beheer),2025,deelnemers_totaal,,2885,gevuld,270,Deelnemers 2.885 2.895
216,Kring equensWorldline (Centraal Beheer),2024,beleggingsrendement_pct,,6.9,gevuld,271,"Beleggingsrendement -2,09% 6,90% (kop 2025 2024)"
216,Kring equensWorldline (Centraal Beheer),2024,beleidsdekkingsgraad_pct,,115.5,gevuld,277,"Beleidsdekkingsgraad 121,6% 115,5%"
216,Kring equensWorldline (Centraal Beheer),2024,nominale_dekkingsgraad_pct,,114.9,gevuld,277,"Actuele dekkingsgraad 124,8% 114,9%"
216,Kring equensWorldline (Centraal Beheer),2024,reele_dekkingsgraad_pct,,86.6,gevuld,277,"Reële dekkingsgraad 90,1% 86,6%"
216,Kring equensWorldline (Centraal Beheer),2024,vereiste_dekkingsgraad_pct,,110.9,gevuld,277,"Vereiste dekkingsgraad 110,3% 110,9%"
216,Kring equensWorldline (Centraal Beheer),2024,rente_afdekking_pct,,75,gevuld,286,strategie waarbĳ 84% van de rentegevoeligheid ... ; renteafdekkingspercentage aangepast van 75% naar 84% (p288)
216,Kring equensWorldline (Centraal Beheer),2024,aum_euro_bn,,0.698625,gevuld,272,Totaal belegd vermogen (x € 1.000) 671.814 698.625
216,Kring equensWorldline (Centraal Beheer),2024,deelnemers_actief,,520,gevuld,270,Actieven en arbeidsongeschikten 468 520
216,Kring equensWorldline (Centraal Beheer),2024,deelnemers_slapers,,1464,gevuld,270,Gewezen deelnemers 1.480 1.464
216,Kring equensWorldline (Centraal Beheer),2024,deelnemers_pensioengerechtigd,,911,gevuld,270,Pensioengerechtigden 937 911
216,Kring equensWorldline (Centraal Beheer),2024,deelnemers_totaal,,2895,gevuld,270,Deelnemers 2.885 2.895
217,Kring Sligro Food Group (Centraal Beheer),2025,beleggingsrendement_pct,,-0.61,gevuld,225,"Beleggingsrendement -0,61% 10,71% 10,88% (kop 2025 2024 ...)"
217,Kring Sligro Food Group (Centraal Beheer),2025,beleidsdekkingsgraad_pct,,136.9,gevuld,231,"Beleidsdekkingsgraad 136,9% 124,8% (kop 31-12-2025 31-12-2024 ...)"
217,Kring Sligro Food Group (Centraal Beheer),2025,nominale_dekkingsgraad_pct,,147.2,gevuld,231,"Actuele dekkingsgraad 147,2% 123,3%"
217,Kring Sligro Food Group (Centraal Beheer),2025,reele_dekkingsgraad_pct,,96.4,gevuld,231,"Reële dekkingsgraad 96,4% 91,0%"
217,Kring Sligro Food Group (Centraal Beheer),2025,vereiste_dekkingsgraad_pct,,119.2,gevuld,231,"Vereiste dekkingsgraad 119,2% 118,5%"
217,Kring Sligro Food Group (Centraal Beheer),2025,rente_afdekking_pct,,65.0,gevuld,240,Wĳ maken voor de Kring Sligro Food Group gebruik van een strategie waarbĳ 65% van de rentegevoeligheid van de pensioenverplichtingen op basis van de marktrente wordt afgedekt.
217,Kring Sligro Food Group (Centraal Beheer),2025,aum_euro_bn,,0.578937,gevuld,226,Totaal belegd vermogen (Bedragen in € 1.000) 578.937 566.619
217,Kring Sligro Food Group (Centraal Beheer),2025,deelnemers_actief,,5013,gevuld,224,Actieven en arbeidsongeschikten 5.013 4.743
217,Kring Sligro Food Group (Centraal Beheer),2025,deelnemers_slapers,,6438,gevuld,224,Gewezen deelnemers 6.438 5.657
217,Kring Sligro Food Group (Centraal Beheer),2025,deelnemers_pensioengerechtigd,,1325,gevuld,224,Pensioengerechtigden 1.325 1.181
217,Kring Sligro Food Group (Centraal Beheer),2025,deelnemers_totaal,,12776,gevuld,224,Deelnemers 12.776 11.581
217,Kring Sligro Food Group (Centraal Beheer),2024,beleggingsrendement_pct,,10.71,gevuld,225,"Beleggingsrendement -0,61% 10,71% 10,88% (kop 2025 2024 ...)"
217,Kring Sligro Food Group (Centraal Beheer),2024,beleidsdekkingsgraad_pct,,124.8,gevuld,231,"Beleidsdekkingsgraad 136,9% 124,8% (kop 31-12-2025 31-12-2024 ...)"
217,Kring Sligro Food Group (Centraal Beheer),2024,nominale_dekkingsgraad_pct,,123.3,gevuld,231,"Actuele dekkingsgraad 147,2% 123,3%"
217,Kring Sligro Food Group (Centraal Beheer),2024,reele_dekkingsgraad_pct,,91.0,gevuld,231,"Reële dekkingsgraad 96,4% 91,0%"
217,Kring Sligro Food Group (Centraal Beheer),2024,vereiste_dekkingsgraad_pct,,118.5,gevuld,231,"Vereiste dekkingsgraad 119,2% 118,5%"
217,Kring Sligro Food Group (Centraal Beheer),2024,aum_euro_bn,,0.566619,gevuld,226,Totaal belegd vermogen (Bedragen in € 1.000) 578.937 566.619
217,Kring Sligro Food Group (Centraal Beheer),2024,deelnemers_actief,,4743,gevuld,224,Actieven en arbeidsongeschikten 5.013 4.743
217,Kring Sligro Food Group (Centraal Beheer),2024,deelnemers_slapers,,5657,gevuld,224,Gewezen deelnemers 6.438 5.657
217,Kring Sligro Food Group (Centraal Beheer),2024,deelnemers_pensioengerechtigd,,1181,gevuld,224,Pensioengerechtigden 1.325 1.181
217,Kring Sligro Food Group (Centraal Beheer),2024,deelnemers_totaal,,11581,gevuld,224,Deelnemers 12.776 11.581
218,Kring Deutsche Bank Nederland (Centraal Beheer),2025,beleggingsrendement_pct,,-9.06,gevuld,362,"Beleggingsrendement -9,06% 9,25% (kop 2025 2024)"
218,Kring Deutsche Bank Nederland (Centraal Beheer),2025,beleidsdekkingsgraad_pct,,132.0,gevuld,367,"Beleidsdekkingsgraad 132,0% 127,0%"
218,Kring Deutsche Bank Nederland (Centraal Beheer),2025,nominale_dekkingsgraad_pct,,134.6,gevuld,367,"Actuele dekkingsgraad 134,6% 125,0%"
218,Kring Deutsche Bank Nederland (Centraal Beheer),2025,reele_dekkingsgraad_pct,,94.8,gevuld,367,"Reële dekkingsgraad 94,8% 93,5%"
218,Kring Deutsche Bank Nederland (Centraal Beheer),2025,vereiste_dekkingsgraad_pct,,114.7,gevuld,367,"Vereiste dekkingsgraad 114,7% 114,4%"
218,Kring Deutsche Bank Nederland (Centraal Beheer),2025,aum_euro_bn,,0.477591,gevuld,363,Totaal belegd vermogen (x € 1.000) 477.591 516.895
218,Kring Deutsche Bank Nederland (Centraal Beheer),2025,deelnemers_actief,,440,gevuld,361,Actieven en arbeidsongeschikten 440 482
218,Kring Deutsche Bank Nederland (Centraal Beheer),2025,deelnemers_slapers,,1386,gevuld,361,Gewezen deelnemers 1.386 1.378
218,Kring Deutsche Bank Nederland (Centraal Beheer),2025,deelnemers_pensioengerechtigd,,590,gevuld,361,Pensioengerechtigden 590 563
218,Kring Deutsche Bank Nederland (Centraal Beheer),2025,deelnemers_totaal,,2416,gevuld,361,Deelnemers 2.416 2.423
218,Kring Deutsche Bank Nederland (Centraal Beheer),2024,beleggingsrendement_pct,,9.25,gevuld,362,"Beleggingsrendement -9,06% 9,25% (kop 2025 2024)"
